person,current_company,past_company1,past_company2,past_company3,education,linkedin_group1,linkedin_group2,linkedin_group3,hobby1,hobby2,hobby3
Giovanni Kosiorek,Porsche,Skoda,Mercedes,,Goethe-Universität Frankfurt am Main,NoSQL,Security,,Painting,Parachuting,Car Racing
Mariel Melroy,Seat,Volkswagen,Tesla,,Philipps-Universität Marburg,Airline,,,Painting,Fencing,
Lorena Beman,Opel,Seat,BMW,Mercedes,Universität Erfurt,AI,Kubernetes,,Football,Gardening,
Geraldine Lempicki,Opel,,,,Universität Leipzig,Security,,,Chilling,,
Arlena Entz,Opel,TigerGraph,Mercedes,,Hochschule Esslingen,Analytics,Retail,NoSQL,Football,Geocaching,Bicycling
Loura Chrismer,Volkswagen,TigerGraph,,,Universität Augsburg,AI,GSQL,,Baseball,Cooking,Snowboarding
Lasonya Klappholz,Tesla,,,,Universität der Bundeswehr München,Retail,,,Kayaking,,
Jeanene Clerf,Seat,Lexus,Tesla,,Universität München,Analytics,Security,GSQL,Train Spotting,Astronomy,
Barabara Egure,Audi,Volkswagen,TigerGraph,Tesla,Universität zu Köln,Future trends,Automotive,Retail,Hunting,,
Rosalyn Hoffstetter,Toyota,TigerGraph,,,Universität Konstanz,Analytics,Airline,,Train Spotting,Skateboarding,Rafting
Nery Shimp,Seat,Volkswagen,Tesla,,Universität Konstanz,Big Data,Industry trends,GSQL,Golf,,
Dotty Jaret,Toyota,Volkswagen,TigerGraph,BMW,Universität Augsburg,Industry trends,Retail,,Football,Calligraphy,
Larae Bolch,Toyota,Lexus,BMW,,Technische Universität Darmstadt,Industry trends,Security,Automotive,Kite Boarding,,
Dacia Feaster,Porsche,Lexus,TigerGraph,Skoda,Universität zu Köln,Industry trends,Airline,,Bicycling,,
Kent Villeneuve,Opel,Porsche,Tesla,,Johannes Gutenberg-Universität Mainz,Airline,Security,GSQL,Gardening,,
Walker Moriwaki,Seat,TigerGraph,Audi,,Hochschule Esslingen,Airline,Automotive,Retail,Snowboarding,Kayaking,
Beverlee Ullmann,Seat,Lexus,Skoda,,Universität Stuttgart,Future trends,Security,,Football,Chess,Badminton
Coral Nonaka,Tesla,Volkswagen,Microsoft,,Universität Ulm,Big Data,Industry trends,,Football,Hunting,Marathon
Michaele Pacer,Porsche,TigerGraph,BMW,Mercedes,Technische Universität Berlin,Airline,GSQL,Retail,Kite Boarding,Traveling,
Jonie Romines,Volkswagen,Porsche,,,Zeppelin University,Cloud,Industry trends,NoSQL,Darts,Chess,Kayaking
Sheri Saffold,BMW,,,,Fachhochschule Dortmund,AI,Airline,Graph Databases,Snowboarding,,
Kandra Florez,Porsche,,,,Hochschule Rosenheim,Big Data,Airline,Automotive,Scuba Diving,Rafting,
Edris Pevez,Volkswagen,Microsoft,Tesla,,Universität Augsburg,Industry trends,TigerGraph,,Marathon,Rafting,
Nam Hilke,Seat,Opel,Lexus,Porsche,Universität Konstanz,AI,,,Parachuting,,
Douglass Stahler,Skoda,,,,Hochschule Fresenius,Analytics,Future trends,,Basketball,Martial Arts,Chess
Danilo Vivyan,Mercedes,,,,FernUniversität in Hagen,TigerGraph,,,Dog walking,Gardening,Stamp Collecting
Latonya Bila,Toyota,Lexus,TigerGraph,BMW,Universität zu Lübeck,Retail,,,Electronics,Meditation,
Lucio Belnas,Toyota,Seat,Mercedes,,Technische Universität Kaiserslautern,NoSQL,Kubernetes,Retail,Baseball,Kayaking,Badminton
Helaine Kueny,Opel,,,,Universität Stuttgart,Industry trends,,,Brewing Beer,,
Morris Eidinger,Skoda,,,,Brand Academy - Hochschule für Design und Kommunikation,NoSQL,TigerGraph,Retail,Bicycling,Hunting,
Son Balliet,Toyota,Opel,Porsche,TigerGraph,Friedrich-Alexander-Universität Erlangen-Nürnberg,Graph Databases,,,Skiing,Basketball,Traveling
Adaline Zigler,Mercedes,Skoda,Tesla,,Universität Ulm,Analytics,Security,,Paragliding,Photography,Gardening
Dagny Vine,Seat,,,,Universität Ulm,Analytics,Airline,GSQL,Dog walking,Kayaking,Traveling
Tamiko Moglia,Lexus,Porsche,Mercedes,,Universität München,AI,,,Relaxing,Tennis,
Valentina Honour,Toyota,Seat,TigerGraph,BMW,Frankfurt University of Applied Sciences,Graph Databases,TigerGraph,,Motorcycles,Car Racing,Horse riding
Beverly Gurin,Opel,,,,Zeppelin University,Kubernetes,GSQL,,Chilling,Electronics,Parachuting
Leslie Auyong,Opel,TigerGraph,Microsoft,,Universität Hamburg,Kubernetes,,,Bowling,Golf,Skateboarding
Rebbeca Dennard,Lexus,Porsche,Microsoft,Tesla,Philipps-Universität Marburg,Industry trends,GSQL,,Reading,Marathon,
Aundrea Asken,Tesla,Toyota,Seat,Audi,Hochschule Landshut,Analytics,Big Data,,Brewing Beer,Meditation,Dancing
Karima Culhane,Mercedes,,,,Universität Würzburg,Kubernetes,,,Fencing,,
Annett Brightly,TigerGraph,Mercedes,,,Universität Ulm,Cloud,Graph Databases,Security,Martial Arts,Painting,
Donnette Contreras,Opel,TigerGraph,BMW,,Hochschule Esslingen,Analytics,Industry trends,,Mountain Biking,Car Racing,
Bridgette Yurkovich,Opel,,,,Universität Freiburg,Kubernetes,,,Kite Boarding,Football,Golf
Roseanne Redinger,Volkswagen,Porsche,Mercedes,,Universität Erfurt,Big Data,Automotive,,Sailing,,
Horacio Schmeisser,Toyota,Porsche,,,Universität Konstanz,NoSQL,Airline,,Football,Chess,Rafting
Tommy Keatley,BMW,Porsche,TigerGraph,,Hochschule der Bundesagentur für Arbeit,AI,Security,,Fishing,Parachuting,
Nicolas Dimitri,Opel,,,,Beuth Hochschule für Technik Berlin,Future trends,Retail,GSQL,Baseball,Martial Arts,
Leigh Deloye,Seat,Lexus,TigerGraph,,Universität zu Köln,Retail,GSQL,,Dog walking,,
Kris Killer,Audi,,,,Universität Augsburg,Security,,,Train Spotting,Reading,
Fernando Anick,Toyota,Seat,Porsche,BMW,Universität München,Graph Databases,TigerGraph,Kubernetes,Mountain Biking,Gardening,
Genesis Lasseter,TigerGraph,,,,Universität München,Big Data,,,Skateboarding,,
Nicky Fluhman,Opel,Seat,Volkswagen,BMW,Hochschule Esslingen,Analytics,Cloud,,Basketball,,
Suzi Breiling,Seat,Audi,Porsche,Mercedes,Hochschule Macromedia,AI,Future trends,,Basketball,,
Romeo Showe,Skoda,Tesla,,,Universität zu Lübeck,Cloud,,,Baseball,Marathon,Kayaking
Giuseppe Harnan,Microsoft,,,,Brand Academy - Hochschule für Design und Kommunikation,Big Data,,,Paragliding,Meditation,Fencing
Frances Buttars,Audi,Porsche,,,Technische Universität Kaiserslautern,Industry trends,Airline,Future trends,Fishing,Baseball,
Julene Kasmarek,Opel,Lexus,Microsoft,,Frankfurt University of Applied Sciences,Kubernetes,,,Baseball,Hunting,Mountain Biking
Lino Wojeik,Toyota,Opel,,,FernUniversität in Hagen,Kubernetes,Industry trends,TigerGraph,Dog walking,,
Freeman Wenzinger,Seat,Opel,Skoda,,Johannes Gutenberg-Universität Mainz,Airline,Retail,,Football,Reading,Geocaching
Valda Mamros,Skoda,Lexus,Porsche,BMW,Universität Konstanz,Industry trends,GSQL,,Skateboarding,Dancing,Basketball
Toni Redding,Lexus,,,,Universität Konstanz,Graph Databases,Automotive,Security,Dog walking,,
Naida Gilmer,Seat,Lexus,BMW,,Leibniz-Fachhochschule,NoSQL,Industry trends,,Kite Boarding,Stamp Collecting,Mountain Biking
Olive Hevrin,Opel,Lexus,Microsoft,,Universität Stuttgart,Kubernetes,Airline,Automotive,Basketball,Cooking,Scuba Diving
Chang Lipscomb,Audi,TigerGraph,BMW,Mercedes,Beuth Hochschule für Technik Berlin,TigerGraph,,,Football,Chess,
Laurel Rakowski,Lexus,Porsche,,,Hochschule Landshut,Graph Databases,Big Data,AI,Aeromodeling,,
Sherril Buvens,Lexus,Mercedes,,,Johannes Gutenberg-Universität Mainz,Big Data,Retail,GSQL,Fishing,Basketball,Robotics
Ivana Mormon,Volkswagen,Microsoft,Mercedes,,Hochschule der Bundesagentur für Arbeit,Graph Databases,Security,,Dog walking,Astronomy,
Kenyatta Reines,Tesla,Seat,Microsoft,Mercedes,Technische Universität Berlin,Automotive,Security,,Photography,Dancing,Robotics
Leo Sandager,Audi,Porsche,Volkswagen,Tesla,Hochschule Landshut,Industry trends,TigerGraph,,Couch potatoing,,
Madalyn Darsey,TigerGraph,BMW,,,Hochschule Fresenius,Kubernetes,Industry trends,,Mountain Biking,,
Eloise Tartsah,Tesla,BMW,Microsoft,,Universität der Bundeswehr München,Kubernetes,Airline,Automotive,Kite Boarding,Meditation,Gardening
Elease Boulais,BMW,Opel,Skoda,Mercedes,Universität Konstanz,Big Data,,,Chess,,
Tatiana Melino,Mercedes,Seat,Porsche,Microsoft,Universität Leipzig,Security,Automotive,,Martial Arts,Aeromodeling,
Kelly Woodling,Audi,Porsche,,,Hochschule Macromedia,Retail,,,Football,Playing music,
Domonique Dunivan,Mercedes,Audi,Tesla,,Frankfurt University of Applied Sciences,Cloud,Security,,Skiing,,
Ivory Boge,Lexus,Tesla,,,Hochschule Macromedia,Analytics,,,Aeromodeling,Marathon,
Margart Garms,Lexus,,,,Technische Universität Darmstadt,NoSQL,Industry trends,,Running,,
Howard Ayre,Skoda,,,,Goethe-Universität Frankfurt am Main,Kubernetes,Industry trends,Automotive,Darts,Golf,
Alonzo Dickmann,BMW,,,,Heinrich-Heine-Universität Düsseldorf,AI,,,Running,,
Amos Mcvey,Opel,Audi,,,Goethe-Universität Frankfurt am Main,NoSQL,,,Basketball,,
Renaldo Azad,Opel,Tesla,,,Hochschule Landshut,Analytics,,,Skiing,,
Claudette Hulm,Toyota,Opel,TigerGraph,Mercedes,Technische Universität Kaiserslautern,Automotive,,,Gardening,Hunting,
Effie Gommer,Seat,Lexus,TigerGraph,Audi,Technische Universität Darmstadt,Future trends,,,Reading,Car Racing,
Teofila Vanderhoof,Opel,,,,Universität Regensburg,Analytics,,,Electronics,,
Scottie Leysath,Porsche,BMW,Microsoft,,Technische Universität Darmstadt,Analytics,Graph Databases,Security,Meditation,,
Barbie Seaquist,Toyota,Mercedes,,,Hochschule Macromedia,NoSQL,TigerGraph,Automotive,Couch potatoing,Football,Gardening
Giselle Ayre,Mercedes,Tesla,,,Universität zu Köln,NoSQL,Big Data,Graph Databases,Mountain Biking,,
Alise Banis,Toyota,TigerGraph,,,Universität Passau,Industry trends,TigerGraph,Automotive,Bowling,Kayaking,Badminton
Chu Bednarik,Mercedes,,,,Fachhochschule Dortmund,Airline,GSQL,,Meditation,Dancing,
Lavern Sterner,Volkswagen,,,,Hochschule Neu-Ulm,Automotive,GSQL,,Snowboarding,Bowling,Calligraphy
Cameron Pavel,Opel,Volkswagen,TigerGraph,Skoda,Universität Hamburg,Graph Databases,Automotive,AI,Bowling,,
Roy Helvy,TigerGraph,Skoda,,,Fachhochschule Aachen,Cloud,AI,,Astronomy,,
Joselyn Boshers,Microsoft,TigerGraph,BMW,Tesla,Technische Universität München,Analytics,Industry trends,Automotive,Hiking,Playing music,
Kaye Sevillano,Opel,Lexus,,,Universität Stuttgart,Big Data,TigerGraph,GSQL,Chilling,,
Kandice Bucknell,BMW,TigerGraph,Skoda,,Frankfurt University of Applied Sciences,Cloud,Big Data,TigerGraph,Chess,Horse riding,
Terri Navedo,Mercedes,,,,FernUniversität in Hagen,Kubernetes,Security,Automotive,Geocaching,Dancing,
Chanel Olckhart,Tesla,Opel,BMW,Mercedes,Technische Universität Kaiserslautern,AI,,,Fishing,,
Sammie Blosser,TigerGraph,,,,Universität Ulm,AI,Future trends,Security,Snowboarding,Bicycling,
Elease Domin,Tesla,,,,Philipps-Universität Marburg,Cloud,Graph Databases,Airline,Couch potatoing,Dog walking,Robotics
Sharolyn Guzzardo,Opel,Skoda,,,Philipps-Universität Marburg,Kubernetes,,,Skiing,Skateboarding,Calligraphy
Cameron Layer,Lexus,BMW,Tesla,,Friedrich-Alexander-Universität Erlangen-Nürnberg,Future trends,,,Golf,,
Agatha Sachse,Skoda,,,,Johannes Gutenberg-Universität Mainz,Kubernetes,AI,GSQL,Paragliding,,
Mohammed Session,Seat,Audi,Lexus,Tesla,Philipps-Universität Marburg,Big Data,,,Mountain Biking,Parachuting,
Thanh Grosso,Skoda,,,,Universität Würzburg,Graph Databases,Future trends,Security,Martial Arts,Skiing,Bicycling
Ray Gensel,BMW,Tesla,,,FernUniversität in Hagen,GSQL,,,Fishing,Hunting,
Noble Chisholm,BMW,,,,Universität Hamburg,Big Data,Automotive,Retail,Hiking,,
Un Mohrbacher,Toyota,TigerGraph,,,Philipps-Universität Marburg,Future trends,,,Brewing Beer,,
Inocencia Roudabush,Toyota,Opel,Porsche,TigerGraph,Leibniz-Fachhochschule,AI,Security,Big Data,Bicycling,Horse riding,
Keeley Knutson,Toyota,Opel,Microsoft,Audi,Hochschule Macromedia,NoSQL,Big Data,GSQL,Relaxing,Martial Arts,Rafting
Patrica Dinwiddie,Porsche,TigerGraph,,,Hochschule Rosenheim,NoSQL,Big Data,,Photography,Motorcycles,
Shaunna Tobler,Audi,Porsche,BMW,,Philipps-Universität Marburg,Airline,Security,Automotive,Playing music,,
Juanita Noiseux,TigerGraph,Mercedes,,,Goethe-Universität Frankfurt am Main,Graph Databases,,,Geocaching,Astronomy,
Stefania Cardinas,Porsche,,,,Universität Leipzig,Graph Databases,Automotive,AI,Train Spotting,Playing music,
Clifford Quito,Toyota,,,,Universität München,Big Data,,,Kite Boarding,,
Donnie Kina,Audi,,,,Heinrich-Heine-Universität Düsseldorf,Graph Databases,TigerGraph,,Basketball,Calligraphy,
Laurice Taborda,Seat,Audi,Lexus,Opel,Hochschule Rosenheim,Big Data,Security,,Marathon,Rafting,
Zelma Snelgrove,Toyota,Audi,Lexus,Tesla,Universität Konstanz,AI,Airline,Retail,Skateboarding,Traveling,
Sherri Zabala,Audi,TigerGraph,Opel,Tesla,Universität München,Big Data,Future trends,Automotive,Basketball,,
Hollie Harting,Toyota,Opel,Porsche,BMW,Zeppelin University,Big Data,Automotive,GSQL,Photography,Snowboarding,
Marivel Mahood,Toyota,Audi,Mercedes,,Technische Universität Berlin,Automotive,,,Football,Gardening,Painting
Serena Villaneda,Audi,TigerGraph,,,Beuth Hochschule für Technik Berlin,Big Data,Security,AI,Darts,Bowling,Skiing
Carlo Garrido,Microsoft,,,,Universität Hamburg,Kubernetes,,,Bicycling,Fencing,Robotics
Santo Eugley,Lexus,Mercedes,,,Hochschule Esslingen,Graph Databases,,,Brewing Beer,,
Phoebe Teeple,TigerGraph,,,,Hochschule Rosenheim,AI,Graph Databases,Retail,Bowling,,
Keenan Trickett,Skoda,,,,Goethe-Universität Frankfurt am Main,Future trends,,,Mountain Biking,Relaxing,Car Racing
Otha Manseau,Seat,Volkswagen,Skoda,,Technische Hochschule Mittelhessen,Automotive,Retail,,Fishing,Rafting,
Lyda Halvorson,Seat,,,,Brand Academy - Hochschule für Design und Kommunikation,Cloud,Graph Databases,Retail,Car Racing,Calligraphy,
Neal Moronta,BMW,,,,FernUniversität in Hagen,GSQL,,,Reading,Astronomy,
Trang Ebach,Microsoft,,,,Munich Business School,Analytics,Big Data,Airline,Traveling,,
Winona Minerva,Tesla,,,,Heinrich-Heine-Universität Düsseldorf,Retail,,,Gardening,,
Venetta Coiner,Opel,Porsche,Tesla,,Technische Universität Berlin,NoSQL,Big Data,,Relaxing,Horse riding,
Kit Jackowski,Seat,Skoda,,,Universität der Bundeswehr München,NoSQL,Kubernetes,,Skiing,Skateboarding,
Karole Avellaneda,Tesla,Lexus,Volkswagen,Mercedes,Technische Hochschule Mittelhessen,Kubernetes,TigerGraph,,Golf,,
Elfrieda Talas,Seat,Opel,,,Universität Würzburg,Kubernetes,,,Relaxing,Fishing,
Florencia Claughton,Mercedes,Seat,Audi,,Universität zu Lübeck,Future trends,,,Cooking,Bicycling,
Carola Easterday,Seat,Porsche,,,Hochschule Rosenheim,Industry trends,,,Gardening,Sailing,
Gil Schaunaman,Audi,Lexus,,,Universität Würzburg,Graph Databases,Airline,AI,Scuba Diving,,
Lane Sookram,Porsche,Tesla,,,Hochschule Neu-Ulm,Cloud,Future trends,Analytics,Photography,Mountain Biking,
Joannie Eames,Mercedes,Opel,Lexus,Microsoft,Hochschule Rosenheim,Analytics,Security,,Bowling,,
Torrie Mamo,TigerGraph,Microsoft,,,Universität der Bundeswehr München,Kubernetes,Future trends,,Fencing,,
Iona Gorski,Mercedes,Volkswagen,Microsoft,,Universität Stuttgart,Security,,,Cooking,Stamp Collecting,
Antonetta Trimnal,Lexus,Porsche,,,Universität Regensburg,Retail,,,Horse riding,,
Camelia Hofmann,Toyota,Lexus,TigerGraph,Microsoft,Zeppelin University,Kubernetes,,,Parachuting,Gardening,
Sherita Bursley,Lexus,Microsoft,Mercedes,,Universität Stuttgart,Analytics,AI,GSQL,Darts,Electronics,Robotics
Caroyln Loreg,Toyota,Audi,Volkswagen,Opel,Hochschule für angewandte Wissenschaften München,Big Data,Industry trends,,Tennis,Painting,Kayaking
Helga Saldibar,TigerGraph,,,,Universität der Bundeswehr München,Cloud,,,Skiing,Aeromodeling,
Marita Wedin,Opel,Porsche,,,Universität Hamburg,Airline,Security,Automotive,Dancing,Chess,Playing music
Natosha Koltz,BMW,Lexus,Skoda,Tesla,Fachhochschule Dortmund,Cloud,Kubernetes,,Mountain Biking,,
Assunta Newsham,Tesla,,,,Leibniz-Fachhochschule,Kubernetes,,,Paragliding,,
Jewell Branstutter,Lexus,TigerGraph,,,Technische Universität München,NoSQL,Industry trends,,Astronomy,,
Emma Desomma,Porsche,,,,Brand Academy - Hochschule für Design und Kommunikation,Retail,,,Snowboarding,Parachuting,TV watching
Houston Startup,Seat,Opel,Porsche,Mercedes,Universität Regensburg,TigerGraph,,,Traveling,Meditation,Calligraphy
Marylou Jablonowski,Seat,Opel,BMW,Microsoft,Universität Augsburg,NoSQL,Automotive,,Fishing,Cooking,Chess
Angla Aytes,BMW,Opel,Seat,Skoda,Hochschule der Bundesagentur für Arbeit,Analytics,Big Data,Cloud,Couch potatoing,Traveling,
Millard Ducayne,Audi,Lexus,BMW,,Heinrich-Heine-Universität Düsseldorf,Future trends,,,Dancing,,
Leopoldo Cordray,Toyota,BMW,,,Johannes Gutenberg-Universität Mainz,AI,Automotive,,Dog walking,Geocaching,Sailing
Claretha Behrenwald,Seat,TigerGraph,Opel,Microsoft,Leibniz-Fachhochschule,Graph Databases,Industry trends,,Electronics,,
Lanette Kaplowitz,Seat,Opel,Microsoft,,Fachhochschule Dortmund,NoSQL,TigerGraph,Automotive,Running,Meditation,
Augustus Nevel,Toyota,Lexus,Skoda,,Universität Freiburg,AI,Graph Databases,,Chilling,,
Vivienne Handzel,Audi,Opel,Tesla,,Zeppelin University,NoSQL,,,Traveling,Sailing,TV watching
Latarsha Wied,Volkswagen,TigerGraph,,,Hochschule Esslingen,Cloud,,,Horse riding,,
Fredrick Licalzi,Audi,,,,Fachhochschule Aachen,Analytics,Big Data,,Geocaching,,
Keitha Verges,Lexus,TigerGraph,,,Hochschule Rosenheim,NoSQL,,,Playing music,Fishing,Kayaking
Max Adamski,Opel,Lexus,TigerGraph,Mercedes,Universität Ulm,NoSQL,Cloud,,Martial Arts,Hunting,Traveling
Evangeline Rodinson,Opel,,,,Universität Freiburg,Future trends,,,Hiking,Motorcycles,Horse riding
Kit Schneckloth,Toyota,,,,Universität zu Lübeck,Analytics,TigerGraph,Cloud,Train Spotting,Football,Astronomy
Robby Roskop,Lexus,Porsche,Tesla,,Universität Leipzig,Graph Databases,,,Snowboarding,Running,Traveling
Sammy Herta,Tesla,Mercedes,Microsoft,,Hochschule Macromedia,TigerGraph,Retail,,Skateboarding,Rafting,
Wenona Glatter,Seat,Porsche,,,Universität Leipzig,Big Data,,,Mountain Biking,,
Son Rueter,Toyota,Audi,Volkswagen,,Universität Passau,Cloud,,,Golf,Calligraphy,
Gerda Kubert,Volkswagen,BMW,,,Universität zu Lübeck,TigerGraph,Future trends,,Couch potatoing,Meditation,Kayaking
Chandra Totter,Audi,Tesla,,,Johannes Gutenberg-Universität Mainz,Big Data,Industry trends,Graph Databases,Running,Horse riding,
Sherril Finkelstein,Skoda,Microsoft,,,Universität Regensburg,Automotive,,,Baseball,Motorcycles,
Billie Talerico,Skoda,,,,Munich Business School,Automotive,,,Electronics,Sailing,Hunting
Donella Lagard,Opel,Porsche,,,Universität Konstanz,Automotive,,,Aeromodeling,Kayaking,
Branden Carbee,Audi,BMW,Mercedes,,Friedrich-Alexander-Universität Erlangen-Nürnberg,AI,,,Car Racing,Horse riding,
Tomiko Schuiling,Skoda,Volkswagen,TigerGraph,Microsoft,Heinrich-Heine-Universität Düsseldorf,Kubernetes,,,Darts,Snowboarding,
Sang Pantera,Audi,Skoda,Tesla,,Universität Leipzig,NoSQL,Analytics,Cloud,Martial Arts,Fencing,Badminton
Amira Bunda,Toyota,,,,Philipps-Universität Marburg,NoSQL,Kubernetes,,Couch potatoing,Fishing,Train Spotting
Latina Santoya,Seat,Lexus,TigerGraph,,Leibniz-Fachhochschule,Big Data,Airline,Retail,Geocaching,,
Indira Gramer,Volkswagen,Porsche,Mercedes,,Technische Universität Kaiserslautern,Graph Databases,Future trends,,Hiking,Reading,Dancing
Esther Pylant,Porsche,,,,Universität zu Köln,NoSQL,,,Geocaching,Parachuting,Scuba Diving
Roberto Mcchesney,Volkswagen,TigerGraph,Mercedes,,Universität Hamburg,Retail,,,Relaxing,,
Chelsie Molone,Audi,Microsoft,,,Goethe-Universität Frankfurt am Main,NoSQL,Security,,Hiking,Bicycling,Aeromodeling
Charlyn Esty,Toyota,Seat,,,Universität Regensburg,Industry trends,,,Parachuting,TV watching,
Cassandra Reesor,Microsoft,,,,Technische Universität Berlin,Cloud,NoSQL,,Dog walking,Electronics,TV watching
Heriberto Maydew,Opel,TigerGraph,Audi,,Frankfurt University of Applied Sciences,TigerGraph,,,Gardening,Chess,Traveling
Lon Goetter,Audi,BMW,Microsoft,,Hochschule Macromedia,Airline,Security,Retail,Brewing Beer,Relaxing,Robotics
Bertie Birmingham,Mercedes,Seat,Microsoft,Audi,Hochschule Esslingen,NoSQL,,,Stamp Collecting,,
Valrie Lambrukos,Audi,Lexus,Porsche,Tesla,Hochschule der Bundesagentur für Arbeit,Big Data,Kubernetes,,Painting,Kayaking,Traveling
Wanetta Gazella,Seat,Lexus,Porsche,Opel,Hochschule für angewandte Wissenschaften München,TigerGraph,GSQL,,Running,Calligraphy,
Kellee Pomeranz,Seat,Porsche,Skoda,Volkswagen,Technische Universität Berlin,Cloud,,,Baseball,Meditation,Rafting
Zita Mceneny,BMW,Skoda,Mercedes,,Universität München,Security,,,Electronics,Golf,
Jenine Plyer,Audi,Porsche,BMW,,Hochschule der Bundesagentur für Arbeit,Graph Databases,Security,Retail,Mountain Biking,Skateboarding,
Milton Sherraden,Opel,,,,Hochschule Macromedia,Retail,,,Running,Traveling,
Lakia Cookey,Toyota,Porsche,,,Goethe-Universität Frankfurt am Main,AI,Graph Databases,Kubernetes,Reading,,
Cristobal Dietzen,Toyota,Skoda,,,Universität Stuttgart,Analytics,Future trends,Retail,Baseball,Football,
Russell Gibbon,Toyota,Lexus,BMW,Tesla,Friedrich-Alexander-Universität Erlangen-Nürnberg,Big Data,Future trends,,Horse riding,,
